"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Hochstein J.I.; Gerhart P.M.; Aydelott J.C.","Hochstein, J.I. (7003372222); Gerhart, P.M. (7003812107); Aydelott, J.C. (6701434685)","7003372222; 7003812107; 6701434685","Computational modeling of jet induced mixing of cryogenic propellants of cryogenic propellants in low-g","1984","AIAA//SAE/ASEE 20th Joint Propulsion Conference, 1984","","","AIAA-84-1344","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997344186&partnerID=40&md5=0d444c3a375643b453cd9f862755410c","","Aerospace vehicles; Liquefied gases; Liquid sloshing; Mixing; Propellants; Propulsion; Tanks (containers); Velocity; Computational model; Computational predictions; Cryogenic propellant; Cryogenic propellant tanks; Liquid hydrogen tanks; Low gravity environment; Orbit transfer vehicles; Thermodynamic vent systems; Cryogenics","Conference paper","Final","","Scopus","2-s2.0-84997344186"
"Dolce S.; Antonacci M.; Trichilo M.","Dolce, Silvio (6603326700); Antonacci, Massimo (55679123600); Trichilo, Michele (25628810500)","6603326700; 55679123600; 25628810500","Thermal control design aspects of columbus pressurised modules","1991","SAE Technical Papers","","","","","","","0","10.4271/911446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072365803&doi=10.4271%2f911446&partnerID=40&md5=d7c87fc8a2eb1e0098ea800a511dc3a5","","Free flight; Liquid sloshing; Optical properties; Space stations; Active thermal control; Anti condensations; Design features; Low gravity environment; Monitoring and control; Scientific experiments; Thermal control; Thermo-optical properties; Thermal variables control","Conference paper","Final","","Scopus","2-s2.0-85072365803"
"van Schoor M.C.; Crawley E.F.","van Schoor, M.C. (56265399700); Crawley, E.F. (7005924724)","56265399700; 7005924724","Nonlinear forced-response characteristics of contained fluids in microgravity","1995","Journal of Spacecraft and Rockets","32","3","","521","532","11","10","10.2514/3.26646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029308804&doi=10.2514%2f3.26646&partnerID=40&md5=cbe4379ffb71ee733cd8206efd3e36f7","","Dynamic response; Gravitational effects; Mathematical models; Microgravity processing; Nonlinear systems; Space flight; Spacecraft; Tanks (containers); Contained fluids; Nonlinear forced response; Silicone oil distilled water; Fluid dynamics","Article","Final","","Scopus","2-s2.0-0029308804"
"Motil B.J.; Green R.D.; Nahra H.K.; Sridhar K.R.","Motil, Brian J. (6507259647); Green, Robert D. (57199248887); Nahra, Henry K. (6602688986); Sridhar, K.R. (57217716583)","6507259647; 57199248887; 6602688986; 57217716583","Two-phase flow in packed columns and generation of bubbly suspensions for chemical processing in space","2000","SAE Technical Papers","","","","","","","0","10.4271/2000-01-2239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072415498&doi=10.4271%2f2000-01-2239&partnerID=40&md5=30dfa5e7a5bf37eb27cf3a1eaa33af0f","","Chemical industry; Earth (planet); Fighter aircraft; Hardware; In situ processing; Life support systems (spacecraft); Liquid sloshing; Mass transfer; Suspensions (fluids); Chemical processing; Chemical processing technology; Flight experiments; Gas - liquid two-phase flows; In-situ resource utilizations; Long duration space mission; Microgravity conditions; Normal gravities; Two phase flow","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85072415498"
"Snyder H.A.","Snyder, H.A. (7102670914)","7102670914","Sloshing in microgravity","1999","Cryogenics","39","12","","1047","1055","8","25","10.1016/S0011-2275(99)00120-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033352375&doi=10.1016%2fS0011-2275%2899%2900120-4&partnerID=40&md5=2288e508de53d7d3605534d6ba853384","","Boundary layers; Damping; Dewars; Equations of motion; Liquid sloshing; Mathematical models; Microgravity processing; Natural frequencies; Space stations; Superfluid helium; Two phase flow; Vibrations (mechanical); Space cryogenics; Cryogenics","Article","Final","","Scopus","2-s2.0-0033352375"
"Nakayama Tsukasa","Nakayama, Tsukasa (7404384033)","7404384033","Static meniscus configurations in axisymmetric containers under low-gravity conditions","1992","Transactions of the Japan Society for Aeronautical and Space Sciences","34","106","","212","225","13","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026818778&partnerID=40&md5=9899ea1431bea594959a6d1da0eb421f","","Aerospace Engineering; Flow of Fluids--Enclosures; Spacecraft--Flight Dynamics; Low Gravity; Meniscus; Sloshing; Fluid Mechanics","Article","Final","","Scopus","2-s2.0-0026818778"
"Spangenberg D.B.","Spangenberg, Dorothy B. (7003475276)","7003475276","LifeSat: The general biology module","1990","SAE Technical Papers","","","","","","","0","10.4271/901444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072358730&doi=10.4271%2f901444&partnerID=40&md5=9a609e216a0f125985d4ca1598c676a0","","Animals; Cosmic rays; Cosmology; Earth (planet); Liquid sloshing; Manned space flight; Microgravity; Microgravity processing; Orbits; Plants (botany); Biological organisms; Human spaceflights; Information concerning; Low gravity; Low radiation; Small mammals; Spacelab; Radiation effects","Conference paper","Final","","Scopus","2-s2.0-85072358730"
"Bahadori M.Y.; Zhou L.; Stocker D.P.","Bahadori, M.Y. (7006569637); Zhou, L. (55710584500); Stocker, D.P. (7005530457)","7006569637; 55710584500; 7005530457","Effects of partial gravity and G-jitter on radiation from jet diffusion flames","1997","35th Aerospace Sciences Meeting and Exhibit","","","AIAA Paper 97-0670","","","10","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983161113&partnerID=40&md5=aaf53413b2a96e7e2eea37f69ee5b942","","Aerospace engineering; Diffusion; Forecasting; Jitter; Liquid sloshing; NASA; Buoyant convection; Flame radiation; Gas-jet diffusion; Gravitational accelerations; Jet diffusion flame; Normal gravities; Partial gravity; Radiation measurements; Radiation effects","Conference paper","Final","","Scopus","2-s2.0-84983161113"
"van Schoor M.C.; Crawley E.F.","van Schoor, M.C. (56265399700); Crawley, E.F. (7005924724)","56265399700; 7005924724","Nonlinear forced response characteristics of contained fluids in microgravity","1992","American Society of Mechanical Engineers, Applied Mechanics Division, AMD","154","","","145","160","15","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026981849&partnerID=40&md5=f95803b508d97ee9fbe15df523c9d484","","Cylinders (containers); Fluid dynamics; Mathematical models; Microgravity; Nonlinear forced response; Slosh response; Space research","Conference paper","Final","","Scopus","2-s2.0-0026981849"
"De Lazzer A.; Langbein D.","De Lazzer, A. (6603119828); Langbein, D. (7003654368)","6603119828; 7003654368","Liquid surface in regular N-pods","1998","Journal of Fluid Mechanics","358","","","203","221","18","10","10.1017/S0022112097008173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032028176&doi=10.1017%2fS0022112097008173&partnerID=40&md5=19b7aad3c7c8cd733aec572fa2463fe4","","Computer simulation; Contact angle; Microgravity processing; Liquid surfaces; Regular N pods; Fluid mechanics","Article","Final","","Scopus","2-s2.0-0032028176"
"Hung R.J.; Lee C.; Leslie F.W.","Hung, R.J. (7102804748); Lee, C. (7410149276); Leslie, F.W. (7004668033)","7102804748; 7410149276; 7004668033","Response of gravity level fluctuations on the gravity probe-B spacecraft propellant system","1991","Journal of Propulsion and Power","7","4","","556","564","8","34","10.2514/3.23362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026190888&doi=10.2514%2f3.23362&partnerID=40&md5=1e453bba944a00017782595616e2f0db","","Fluid Dynamics; Propulsion - Aerospace Applications; Spacecraft; Microgravity Environments; Rotating Dewars; Slosh Waves; Propellants","Article","Final","","Scopus","2-s2.0-0026190888"
"Pageau J.F.; Ross G.G.; Couture E.; Poirier A.; Quirion F.","Pageau, J.F. (6603497888); Ross, G.G. (7402237273); Couture, E. (6601986971); Poirier, A. (7003599369); Quirion, F. (6602431085)","6603497888; 7402237273; 6601986971; 7003599369; 6602431085","Modification of the wettability of plexiglas and carbon by means of ion beam implantation: application to fluid management and materials processing i n microgravity","1996","Materials Research Society Symposium - Proceedings","396","","","299","304","5","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029708651&partnerID=40&md5=02eaccc51e0736db6bdd319bf2323c78","","Angle measurement; Carbon; Composition; Contact angle; Fluid mechanics; Interfaces (materials); Ion bombardment; Microgravity processing; Perturbation techniques; Polymethyl methacrylates; Surface treatment; Wetting; Contact angle measurement; Contact angles named advancing; Contact angles named receding; Fluid management; Ion beam implantation; Materials processing; Plexiglas; Surface composition; Wettability; Ion implantation","Conference paper","Final","","Scopus","2-s2.0-0029708651"
"Cuta J.M.; Krotiuk W.J.","Cuta, Judith M. (6602448869); Krotiuk, William J. (6602649141)","6602448869; 6602649141","Reduced gravity boiling and condensing experiments simulated with the cobra/trac computer code","1988","1st National Fluid Dynamics Conference, 1988","","","88-3634-CP","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002640078&partnerID=40&md5=94ee2a14203760d6f8de0808aab9e902","","Application programs; Boilers; Codes (symbols); Drag; Fighter aircraft; Fluid dynamics; Heat flux; Heat transfer; Hydraulic tools; Information management; Liquid sloshing; NASA; Nuclear reactors; Spacecraft power supplies; Temperature measurement; Void fraction; Walls (structural partitions); Flow and heat transfer; Physical characteristics; Pressure and temperature; Space nuclear power system; Thermal management systems; Thermal-hydraulic analysis; Thermal-hydraulic systems; Two-phase flow experiments; Two phase flow","Conference paper","Final","","Scopus","2-s2.0-85002640078"
"Haynes J.M.","Haynes, J.M. (24440561200)","24440561200","KINETICS OF SPREADING OF LIQUIDS IN MICROGRAVITY - EXPERIMENT 1 ES 327.","1984","European Space Agency, (Special Publication) ESA SP","","","","43","46","3","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021636106&partnerID=40&md5=d57e4bf69c63544bbe583cef86e6072f","","FLUID MECHANICS; GRAVITATIONAL EFFECTS; SPACE FLIGHT - Weightlessness; CAPILLARITY; CONTACT ANGLE; LIQUID SPREADING; MICROGRAVITY; SPACELAB EXPERIMENTS; LIQUIDS","Conference paper","Final","","Scopus","2-s2.0-0021636106"
"Ostrach S.","Ostrach, Simon (7005965466)","7005965466","Low-gravity transport phenomena in space-based systems","1998","Space 1998","","","","255","259","4","0","10.1061/40339(206)30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904765181&doi=10.1061%2f40339%28206%2930&partnerID=40&md5=3bc2b124f797ada192d737e43772408d","","Knowledge based systems; Space research; Transport properties; Controlling mechanism; Design and Development; Heat and mass transfer; Life-support technologies; Low-gravity condition; Robotic space exploration; Scientific researches; Technical challenges; Liquid sloshing","Conference paper","Final","","Scopus","2-s2.0-84904765181"
"McKnight R.C.; Neumann E.S.; Withrow J.P.","McKnight, R.C. (7006661629); Neumann, E.S. (7202005385); Withrow, J.P. (56042804100)","7006661629; 7202005385; 56042804100","Reduced gravity experiment capabilities of NASA Lewis' DC-9 aircraft","1996","34th Aerospace Sciences Meeting and Exhibit","","","","","","18","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962147233&partnerID=40&md5=63554c4a3cc81e517569c4070f868d10","","Aerospace engineering; Liquid sloshing; Free floats; Low gravity; Operating characteristics; Reduced gravity; NASA","Conference paper","Final","","Scopus","2-s2.0-84962147233"
"Viviani A.; Golia C.","Viviani, A. (7005669876); Golia, C. (6603385287)","7005669876; 6603385287","Non-classical thermocapillary bubble migration","1999","37th Aerospace Sciences Meeting and Exhibit","","","AIAA-99-0709","","","7","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983113631&partnerID=40&md5=14d63ea4486730dbaf47140f9495a5bb","","Aerospace engineering; Capillary flow; Liquid sloshing; Liquids; Surface tension; Temperature; Thermal gradients; Bubble migration; Dynamic condition; Liquid-bubble interfaces; Saturated solutions; Space experiments; Surface tension gradient; Thermocapillary migration; Thermodynamic equilibria; Phase interfaces","Conference paper","Final","","Scopus","2-s2.0-84983113631"
"Veldman A.E.P.; Vogels M.E.S.","Veldman, A.E.P. (7005093537); Vogels, M.E.S. (7004074057)","7005093537; 7004074057","Axisymmetric liquid sloshing under low-gravity conditions","1984","Acta Astronautica","11","10-11","","641","649","8","39","10.1016/0094-5765(84)90048-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021507038&doi=10.1016%2f0094-5765%2884%2990048-1&partnerID=40&md5=9aa214afcaacd29f21d1a87667a4ffef","","COMPUTER SIMULATION; FLUID DYNAMICS; SPACE FLIGHT - Weightlessness; ATTITUDE CONTROL SYSTEMS; NAVIER STOKES EQUATIONS; NUMERICAL SIMULATION; SPACECRAFT","Article","Final","","Scopus","2-s2.0-0021507038"
"Hasha M.D.; Blackwell A.L.; Chang L.; Sarver G.L.","Hasha, Martin D. (7801541049); Blackwell, Ann L. (7006751788); Chang, Li (57190800760); Sarver, George L. (6602510998)","7801541049; 7006751788; 57190800760; 6602510998","Facility vibration limits in micro-gravity and low-gravity environments: An allocation methodology","1997","35th Aerospace Sciences Meeting and Exhibit","","","AIAA Paper 97-0350","","","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983171494&partnerID=40&md5=a272ce39bc9a76a89923196a83f1383e","","Aerospace engineering; Liquid sloshing; Microgravity; NASA; Reconfigurable hardware; Space shuttles; Space stations; Spacecraft; Specifications; Uncertainty analysis; Acceleration environments; Ames research centers; Hardware development; International Space stations; Low gravity environment; Micro-gravity requirements; Vibration disturbances; Vibration transmissibility; Hardware","Conference paper","Final","","Scopus","2-s2.0-84983171494"
"Traugott S.C.; Mehta Gopal","Traugott, S.C. (6603208369); Mehta, Gopal (56186756800)","6603208369; 56186756800","RESPONSE OF SMALL AMPLITUDE SLOSH TO TIME-DEPENDENT EFFECTIVE GRAVITY.","1984","AIAA Paper","","","","","","11","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069093849&partnerID=40&md5=2204103d17118c4c3f2a6439136fc24a","","GRAVITATIONAL EFFECTS; BOTTOM DOME SLOSH BEHAVIOR; SLOSHING LIQUID DRAINAGE; SLOSHING WAVE HEIGHT; SMALL-AMPLITUDE LINEARIZED WAVE THEORY; TANKS","Conference paper","Final","","Scopus","2-s2.0-85069093849"
"Hung R.J.; Long Y.T.; Pan H.L.","Hung, R.J. (7102804748); Long, Y.T. (7203042988); Pan, H.L. (7403295077)","7102804748; 7203042988; 7403295077","Actuation of sloshing modulated force and moment on liquid container driven by jitter accelerations associated with siew motion in microgravity","1995","Applied Mathematics and Mechanics","16","9","","859","876","17","0","10.1007/BF02458611","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029369010&doi=10.1007%2fBF02458611&partnerID=40&md5=32e7f551657c8328a70f9df69a975fb7","fluid mechanics; force moment; liquid-vapor interface; microgravity; sloshing dynamics; spacecraft","Contacts (fluid mechanics); Dewars; Fluid dynamics; Space stations; Spacecraft; Force moment; Liquid-vapor interface; Microgravity environment; Sloshing dynamics; Weightlessness","Article","Final","","Scopus","2-s2.0-0029369010"
"Fisher M.F.; Schmidt G.R.; Martin J.J.","Fisher, M.F. (16226498300); Schmidt, G.R. (7403700169); Martin, J.J. (56042941000)","16226498300; 7403700169; 56042941000","Analysis of cryogenic propellant behaviour in microgravity and low thrust environments","1992","Cryogenics","32","2","","230","235","5","11","10.1016/0011-2275(92)90272-C","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026626392&doi=10.1016%2f0011-2275%2892%2990272-C&partnerID=40&md5=137d60fda480c768ea65a9b11faaab1b","microgravity; propellants; space cryogenics","Satellites--Propellants; Spacecraft--Cryogenic Equipment; Cryogenic Fluids; Fluid Motion; Slosh; Cryogenics","Article","Final","","Scopus","2-s2.0-0026626392"
"Hung R.J.; Pan H.L.","Hung, R.J. (7102804748); Pan, H.L. (7403295077)","7102804748; 7403295077","Simulation of sloshing dynamics induced forces and torques actuated on Dewar container driven by gravity gradient and jitter accelerations in microgravity","1994","Simulation Practice and Theory","2","3","","91","120","29","0","10.1016/0928-4869(94)90007-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028699277&doi=10.1016%2f0928-4869%2894%2990007-8&partnerID=40&md5=7a92438e28b2abde58477da9c73dbaae","Astronautics and aerospace simulation; Cryogenic helium; Gravity gradient; Gravity jitter; Microgravity; Sloshing dynamics; Spacecraft","Acceleration; Aerodynamic loads; Dynamics; Fluids; Gravitation; Helium; Propellants; Space flight; Spacecraft; Surface tension; Tanks (containers); Torque; Cryogenic helium; Dewar container; Gravity gradient; Gravity jitter; Jitter acceleration; Microgravity; Sloshing dynamics; Mathematical models","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0028699277"
"Hung R.J.; Pan H.L.; Long Y.T.","Hung, R.J. (7102804748); Pan, H.L. (7403295077); Long, Y.T. (7203042988)","7102804748; 7403295077; 7203042988","Spin-up of partially filled fluids with bubble in microgravity","1995","33rd Aerospace Sciences Meeting and Exhibit","","","AlAA 95-0879","","","8","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963623649&partnerID=40&md5=82ab6def9f1ffaf89a1292103d9263b7","","Aerospace engineering; Deformation; Microgravity; Microgravity processing; Rotating machinery; Bubble deformation; Fluid densities; Microgravity environments; Rotating speed; Rotation speed; Similarity parameter; Time dependent; Time-dependent deformation; Dewars","Conference paper","Final","","Scopus","2-s2.0-84963623649"
"Todd P.; Sklar M.; Ramirez W.F.; Smith G.J.; Morgenthaler G.W.; Oberdörster G.","Todd, Paul (7102895829); Sklar, Michael (24286563800); Ramirez, W. Fred (7005877357); Smith, Gerald J. (55740926900); Morgenthaler, George W. (6603739783); Oberdörster, Günter (35269350500)","7102895829; 24286563800; 7005877357; 55740926900; 6603739783; 35269350500","Physics, chemistry and pulmonary sequelae of thermodegradation events in long-mission space flight","1993","SAE Technical Papers","","","","","","","0","10.4271/932144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072425187&doi=10.4271%2f932144&partnerID=40&md5=abc7bec6284e56c4b50962d940410ad0","","Air quality; Biological organs; Flight control systems; Impurities; NASA; Physiological models; Risk assessment; Space flight; Space stations; Alveolar macrophages; Biological response; Contaminant transport; Convective transport; Electronic insulation; Environmental health; Low gravity environment; Transport modeling; Liquid sloshing","Conference paper","Final","","Scopus","2-s2.0-85072425187"
"Miyatake K.; Uyeda M.; Harano K.; Yamaji R.; Inui H.; Nakano Y.","Miyatake, Kazutaka (7101749652); Uyeda, Mitsuhiro (55689638700); Harano, Kiwamu (7005168018); Yamaji, Ryoichi (7004014807); Inui, Hiroshi (7102317847); Nakano, Yoshihisa (55435445100)","7101749652; 55689638700; 7005168018; 7004014807; 7102317847; 55435445100","CO2/O2 recycling through micro algae culture for life support system in a reduced gravity environment, such as in space","1999","SAE Technical Papers","","","","","","","1","10.4271/1999-01-1960","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072461320&doi=10.4271%2f1999-01-1960&partnerID=40&md5=6fed1ebd88f64d3a95d98c0b07e164a7","","Biochemistry; Gas permeable membranes; Gases; Life support systems (spacecraft); Liquid sloshing; Separation; Bioregenerative systems; Chlorophyll biosynthesis; Controlled ecological life support systems; Functional membranes; Low-gravity condition; Microalgal cultures; Microgravity conditions; Selective membranes; Carbon dioxide","Conference paper","Final","","Scopus","2-s2.0-85072461320"
"Overfelt R.A.; Taylor R.E.","Overfelt, R.A. (7007101902); Taylor, R.E. (56302146800)","7007101902; 56302146800","A review of earth-based and proposed space-based techniques to measure the thermophysicai properties of molten metals","1995","1995 Space Programs and Technologies Conference","","","","1","8","7","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959247897&partnerID=40&md5=98371e9268ecb4e87f60952f6a92c056","","Earth (planet); Liquid metals; Liquid sloshing; Space stations; Specific heat; Thermal conductivity; Thermodynamic properties; Auburn universities; Containerless techniques; Critical properties; Measurement techniques; Property measurement; Reliable measurement; Thermophysical property measurements; Transformation temperatures; Molten materials","Conference paper","Final","","Scopus","2-s2.0-84959247897"
"Eckhardt K.; Netter G.","Eckhardt, K. (7004534927); Netter, G. (55535403600)","7004534927; 55535403600","Experiment for investigation of the dynamic behaviour of fluid in a surface tension tank under microgravity condition","1982","Acta Astronautica","9","9","","565","571","6","1","10.1016/0094-5765(82)90013-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020177556&doi=10.1016%2f0094-5765%2882%2990013-3&partnerID=40&md5=97f2251348fc4e7e3fde55fc2844940e","","LIQUIDS; SATELLITES - Orbital Laboratories; SPACE FLIGHT - Weightlessness; FLUID SLOSHING; FLUID DYNAMICS","Article","Final","","Scopus","2-s2.0-0020177556"
"Delil A.A.M.; Heemskerk J.F.; Dubois M.; Van Oost S.; Supper W.; Aceti R.","Delil, A.A.M. (6603904353); Heemskerk, J.F. (7006312104); Dubois, M. (7201680182); Van Oost, S. (6507773868); Supper, W. (6603572277); Aceti, R. (6505948034)","6603904353; 7006312104; 7201680182; 6507773868; 6603572277; 6505948034","IN-orbit demonstration of two-phase heat transport technology: Tpxg557 flight results","1994","SAE Technical Papers","","","","","","","2","10.4271/941404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072411659&doi=10.4271%2f941404&partnerID=40&md5=b4c37a8019a9c9e89250728b343f74f3","","Data handling; Environmental engineering; Environmental management; Flight control systems; Heat transfer; Liquid sloshing; Orbits; Quality control; Space flight; Spacecraft power supplies; Cylindrical capillaries; Heat transport systems; In-orbit technology; Low gravity environment; Mechanically pumped; Temperature stability; Thermal management systems; Transport distances; Two phase flow","Conference paper","Final","","Scopus","2-s2.0-85072411659"
"Peter Allan A.; Logsdon K.A.; McKnight R.C.","Peter Allan, A. (57128738800); Logsdon, Kirk A. (18935769400); McKnight, Robert C. (7006661629)","57128738800; 18935769400; 7006661629","Low-gravity flight director for free-floating experiments: DC-9 testing","1998","36th AIAA Aerospace Sciences Meeting and Exhibit","","","AIAA-98-0453","","","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983103400&partnerID=40&md5=26c5d60aa788289faced2dc3e9afd12e","","Aerospace engineering; Free flight; Aircraft parameter identification; Free floats; Low gravity; Modern control; Pilot model; Liquid sloshing","Conference paper","Final","","Scopus","2-s2.0-84983103400"
"Brush L.N.; Grugel R.N.; Rathz T.J.","Brush, L.N. (7005607220); Grugel, R.N. (7004706287); Rathz, T.J. (6603557604)","7005607220; 7004706287; 6603557604","Analysis of heat flow and microstructural development in composite spheres processed in a low-gravity environment","1997","35th Aerospace Sciences Meeting and Exhibit","","","AIAA Paper 97-0452","","","19","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983122202&partnerID=40&md5=7e10f4471ddfbe9b13a4209941e5846d","","Aerospace engineering; Coremaking; Heat transfer; Liquid sloshing; Space flight; Alloy system; Central core; Composite spheres; Low gravity environment; Marshall Space Flight Center; Metallic spheres; Microstructural development; Outer shells; Spheres","Conference paper","Final","","Scopus","2-s2.0-84983122202"
"Hochstein J.I.; Aydelot J.C.; Mjolsness R.C.; Torrey M.D.","Hochstein, John I. (7003372222); Aydelot, John C. (57192277476); Mjolsness, Raymond C. (6507694485); Torrey, Martin D. (6603891070)","7003372222; 57192277476; 6507694485; 6603891070","On-orbit propellant motion resulting from an impulsive acceleration","1994","Journal of Propulsion and Power","10","5","","653","660","7","2","10.2514/3.23776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028494926&doi=10.2514%2f3.23776&partnerID=40&md5=c5c09c528fbc409f38665da68933eadd","","Acceleration; Aircraft fuel tanks; Docking; Flight dynamics; Fluid dynamics; Fuel sloshing; Gravitational effects; Hydrogen fuels; Mathematical models; Orbits; Oxygen; Space shuttles; Impulsive acceleration induced fluid motion; In space docking; On orbit liquid motion; Separation maneuvers; Liquid propellants","Article","Final","","Scopus","2-s2.0-0028494926"
"Aydelott J.C.; Mjolsness R.C.; Torrey M.D.; Hochstein J.I.","Aydelott, John C. (6701434685); Mjolsness, Raymond C. (6507694485); Torrey, Martin D. (6603891070); Hochstein, John I. (7003372222)","6701434685; 6507694485; 6603891070; 7003372222","Numerical modeling of on-orbit propellant motion resulting from an impulsive acceleration","1987","AIAA/ASME/SAE/ASEE 23rd Joint Propulsion Conference, 1987","","","AIAA-87-1766","","","23","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997496785&partnerID=40&md5=42c11c221971f5cee0a1c8c82f88efd5","","Liquid sloshing; Numerical models; Propellants; Propulsion; Spacecraft; Spacecraft propulsion; Vehicles; Development activity; Fluid management; Impulsive acceleration; Liquid motion; Modeling technique; Shuttle orbiters; Spacecraft motion; Vehicle motion; Orbits","Conference paper","Final","","Scopus","2-s2.0-84997496785"
"Concus P.; Finn R.; Weislogel M.","Concus, P. (7003287233); Finn, R. (7101739909); Weislogel, M. (6603818311)","7003287233; 7101739909; 6603818311","Measurement of critical contact angle in a microgravity space experiment","2000","Experiments in Fluids","28","3","","197","205","8","27","10.1007/s003480050379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013038108&doi=10.1007%2fs003480050379&partnerID=40&md5=af0696d8d3d86c69731d1c359490b944","","","Article","Final","","Scopus","2-s2.0-0013038108"
"Gonçalves E.; Faghri M.; Asako Y.; Charmchi M.","Gonçalves, Eduardo (7004990738); Faghri, Mohammad (7006777851); Asako, Yutaka (7005244187); Charmchi, Majid (6603895151)","7004990738; 7006777851; 7005244187; 6603895151","Numerical solution of melting processes for unfixed phase change material in the presence of electromagnetic field - Simulation of low gravity environment","2002","ASME International Mechanical Engineering Congress and Exposition, Proceedings","7","","","453","466","13","5","10.1115/IMECE2002-33874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78249287524&doi=10.1115%2fIMECE2002-33874&partnerID=40&md5=8035709b65a9ae3b26b50507d85a1494","","Computer simulation; Electromagnetic fields; Flow fields; Liquid sloshing; Lorentz force; Magnetic materials; Mechanical engineering; Melting; Phase change materials; Conducting phase; Damping effect; Electromagnetic field simulation; Electromagnetic forces; Electromagnetic simulation; Field distortions; Finite difference scheme; Flow induced; Governing equations; High magnetic fields; Low gravity; Low gravity environment; Low-gravity condition; Melting process; Numerical solution; Outer space; Rectangular enclosures; Transport phenomena; Transverse electrics; Magnetic field effects","Conference paper","Final","","Scopus","2-s2.0-78249287524"
"Patten A.T.; Durgin W.W.","Patten, A.T. (57192301490); Durgin, W.W. (7003287595)","57192301490; 7003287595","Ultrasonic measurement of the geometric parameters of gaseous voids in low gravity fluid containers","1990","28th Aerospace Sciences Meeting, 1990","","","AIAA-90-0510","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003605080&partnerID=40&md5=08fe27c153240433657deb5d4a3aa9ac","","Aerospace engineering; Containers; Digital storage; Gaging; Transducers; Ultrasonic testing; Liquid containers; Low gravity; Operational modes; Planar arrays; Spherical bubbles; Storage vessel; Transducer mounting; Ultrasonic techniques; Liquid sloshing","Conference paper","Final","","Scopus","2-s2.0-85003605080"
"Sen A.; Stefanescu D.M.; Dhindaw B.K.; Kauler W.K.; Curreri P.A.","Sen, A. (57190798645); Stefanescu, D.M. (35579965000); Dhindaw, B.K. (7004244705); Kauler, W.K. (57190799688); Curreri, P.A. (7006368043)","57190798645; 35579965000; 7004244705; 57190799688; 7006368043","The relevance of microgravity to the interaction of a solidifying planar interface with an insoluble particle","1997","35th Aerospace Sciences Meeting and Exhibit","","","AIAA Paper 97-0451","","","13","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983200694&partnerID=40&md5=0a13dd81a75522a286e27df138fdd930","","Aerospace engineering; Glass; Liquid sloshing; Liquids; Solidification; Critical velocities; Insoluble particles; Interface velocity; Polystyrene particle; Solid/liquid interfaces; Spherical glass particles; Thermal conductivity ratio; X-ray transmission; Thermal conductivity","Conference paper","Final","","Scopus","2-s2.0-84983200694"
